disease	node_num	prob_mean	zscore	zscore_mod
Hypertension, Pregnancy-Induced	385	0.000479179076802496	0.13471845563375	0.499528771125071
Neuroma, Acoustic	52	0.000478894630918624	0.13371100250889	0.498101456791712
Blood Coagulation Disorders, Inherited	109	0.000477597794217212	0.129117854000336	0.491594090305139
Heart Septal Defects, Atrial	46	0.000477403975333416	0.128431384442474	0.490621531071191
Metal Metabolism, Inborn Errors	142	0.000476971354962124	0.126899125515034	0.48845069545057
Amyloidosis	149	0.000476598799268837	0.125579604232894	0.486581256969814
Heart Valve Diseases	197	0.000474724450237105	0.118941017084461	0.477176004897635
Spasm	64	0.000471961324296613	0.109154551464926	0.463310980007636
Asymptomatic Diseases	92	0.00047136604455858	0.107046184052173	0.460323939763329
Drug-Induced Liver Injury	71	0.000471255628746706	0.10665511228417	0.459769886849035
Optic Atrophies, Hereditary	36	0.000470017575474061	0.102270163480234	0.45355748835181
Nephritis, Interstitial	36	0.000469001461832139	0.0986712825618901	0.448458755525388
Aortic Valve Stenosis	147	0.000468762308646341	0.0978242475439373	0.447258714360049
Ocular Hypertension	252	0.000468552640599468	0.097081643270218	0.446206625982199
Carcinoma, Basal Cell	117	0.000468218266436954	0.0958973536953002	0.444528777709742
Hyperplasia	267	0.000467393998189158	0.0929779526104219	0.440392701389714
Sickle Cell Trait	38	0.000467130729651845	0.0920455056121267	0.43907165236726
Macular Degeneration	343	0.000465006216415689	0.0845208845157078	0.428411107197469
Duodenal Neoplasms	31	0.000464789771489896	0.0837542778280595	0.427325013277733
Glaucoma	284	0.000464753038765436	0.083624177516753	0.42714069300067
Blindness	310	0.000464026528182762	0.0810510154558511	0.423495152577048
Perceptual Disorders	51	0.00046372258330362	0.0799745006049127	0.421969994692375
Anthropology	413	0.000463505865774658	0.0792069284087783	0.420882532883586
Glomerulonephritis	341	0.000462641405219321	0.0761451738284793	0.416544776525644
Coronary Vasospasm	51	0.000462562856680721	0.0758669698707039	0.416150629654954
Lung Diseases, Interstitial	280	0.000460559101585371	0.0687700511008284	0.406096033929384
Communicable Diseases	81	0.000459938177778933	0.0665708572837789	0.402980314915314
Anemia, Hemolytic, Congenital	211	0.000459499404019882	0.0650168042293067	0.400778602354487
Purpura, Thrombocytopenic	81	0.000459155044484529	0.0637971483663233	0.399050648713722
Periodontal Diseases	240	0.000457123619854506	0.0566022293765425	0.388857210678677
Deltaretrovirus Infections	53	0.000457081772285945	0.0564540132619656	0.388647224745287
Sleep Apnea, Obstructive	103	0.000456314679585422	0.053737117071805	0.384798048263746
Abortion, Spontaneous	320	0.000456277202974249	0.0536043820554923	0.384609995254979
Parkinsonian Disorders	554	0.000455693314010393	0.0515363585945776	0.38168011250942
Neoplasms, Basal Cell	122	0.000455358054792909	0.0503489343235878	0.379997823140376
Opportunistic Infections	60	0.000455029995810246	0.0491870119124639	0.378351663660867
Intervertebral Disk Displacement	60	0.000454680660386362	0.0479497324003626	0.376598741625672
Neurilemmoma	56	0.000454054725382984	0.0457327898785425	0.37345787704394
Parkinson Disease	549	0.000453866820131751	0.0450672652804897	0.372514991688221
Leukemia, B-Cell	53	0.000453197696406372	0.0426973565341401	0.369157411430689
Calcinosis	305	0.000453076386648199	0.0422677004839828	0.368548694038613
Neovascularization, Pathologic	194	0.000452568798496393	0.0404699199616651	0.366001679349374
Respiratory Sounds	83	0.000452379269337465	0.0397986437919584	0.365050645425291
Proteinuria	381	0.000451599027999234	0.0370351776322596	0.361135490702793
Silicosis	39	0.000451463226758696	0.036554195512644	0.360454056841031
Seizures, Febrile	45	0.000451132107590037	0.0353814345057855	0.358792541725947
Helicobacter Infections	215	0.000450742342170099	0.0340009596508386	0.356836746961221
Amino Acid Metabolism, Inborn Errors	111	0.00045013762186905	0.031859155562605	0.35380233513704
Osteoarthritis, Hip	62	0.000450076793955615	0.031643714682832	0.353497108175999
Sinusitis	52	0.000449549989755933	0.02977787458019	0.350853669730536
Menstruation Disturbances	60	0.000449447923613756	0.0294163757513854	0.350341514428107
Sensory Thresholds	82	0.000449303360990285	0.0289043624827386	0.349616117028291
Chromosome Breakage	39	0.000448430962576824	0.0258144935213731	0.345238529478129
Memory	668	0.000447930533996003	0.0240420708353622	0.342727440632317
Sensation Disorders	396	0.000447079335409775	0.0210272876228268	0.338456231198309
Metaplasia	251	0.000446674370075754	0.0195929775682531	0.336424165140983
Sarcoidosis, Pulmonary	55	0.000446006979977147	0.0172292089976183	0.333075284008593
Calcium Metabolism Disorders	311	0.000444369491622725	0.0114295372388689	0.324858569577147
Osteochondrodysplasias	64	0.000444217948074165	0.0108927988636447	0.324098142756964
Cough	69	0.000443998413140712	0.0101152479576052	0.322996543560216
Microscopic Polyangiitis	38	0.000442813640546362	0.00591900916455787	0.317051500929724
Sarcoidosis	195	0.00044280785012957	0.00589850061153413	0.317022445333027
Exanthema	40	0.000442274301964308	0.00400877466774599	0.314345166500759
Sexually Transmitted Diseases, Bacterial	60	0.000442104383893328	0.0034069572350296	0.313492538595217
Erythema	130	0.000441896145262714	0.00266941568135002	0.312447622851706
Food Hypersensitivity	53	0.000440842504904838	-0.00106237771489007	0.307160585596917
Achievement	134	0.000439663452278714	-0.00523835747031708	0.301244245060906
Liver Failure	93	0.000439337323241272	-0.00639344438318217	0.299607769808286
Sleep Apnea Syndromes	107	0.000439288590166226	-0.00656604764982226	0.299363233253303
Periodontitis	226	0.000438831539039314	-0.00818483565884784	0.297069807116704
Chronic Periodontitis	219	0.000438135378824143	-0.0106505025007444	0.293576561090775
Developmental Disabilities	104	0.000436553068679342	-0.016254743554187	0.285636724104025
Obesity, Morbid	140	0.00043561855502419	-0.0195646128667324	0.280947449938541
Heart Arrest	142	0.000434744852907085	-0.0226590992980095	0.276563320564421
Growth Disorders	181	0.000434250160473155	-0.0244112056446504	0.274081014995636
Nausea	121	0.000433782637969093	-0.0260670812764161	0.271735044781083
Mental Retardation, X-Linked	62	0.000433779822021454	-0.0260770548264265	0.271720914703432
Breast Neoplasms, Male	75	0.000432943051054709	-0.0290407381596634	0.26752210128305
Hemoglobinopathies	209	0.000432815710786808	-0.0294917531262776	0.266883123537562
Brucellosis	32	0.000432804812092966	-0.0295303542233229	0.266828435237197
Psychological Tests	541	0.000432722400972888	-0.0298222387087502	0.266414906409448
Hypoglycemia	63	0.000432196347032399	-0.031685421536278	0.263775232672004
Nephrolithiasis	74	0.000431778944238725	-0.0331637827032192	0.261680756977415
Ileitis	31	0.000431498219459367	-0.0341580563848768	0.260272114687175
Hearing Disorders	281	0.000431382450435531	-0.0345680882096915	0.25969120001606
Otitis Media	55	0.000430666894653502	-0.037102450453942	0.256100629429815
Hypercholesterolemia	406	0.00043063662381205	-0.0372096640068252	0.255948734084032
Burns	225	0.000430547543150255	-0.0375251707382568	0.255501738319235
Diabetic Nephropathies	387	0.000430411187934287	-0.0380081149332939	0.254817524677151
Pleural Diseases	106	0.000430405566415366	-0.0380280252822358	0.254789316589127
Kidney Neoplasms	279	0.000429674778260961	-0.0406163376871983	0.25112231183858
Efficiency	547	0.000429423659395238	-0.0415057528636123	0.249862228368414
Paranasal Sinus Diseases	56	0.000429140585921724	-0.0425083451724715	0.248441800620821
Encephalomyelitis	117	0.000428433756035585	-0.045011801956033	0.244895015503033
Pemphigus	55	0.000427286077307343	-0.0490766613428665	0.239136105313813
Esophagitis	194	0.000427110548597208	-0.049698350590468	0.238255323913566
Psychomotor Performance	152	0.000426400902818891	-0.0522117807276107	0.234694408996418
Emphysema	123	0.000425932851282034	-0.0538695300927401	0.232345784160602
Coma	57	0.000425496780015694	-0.0554140114329356	0.230157632374609
Optic Neuritis	41	0.000425308682515011	-0.056080216941914	0.229213782334876
Blood Coagulation Disorders	221	0.000425100736769224	-0.0568167211533408	0.228170336251273
Leishmaniasis, Visceral	33	0.000424943926060306	-0.0573721148069952	0.227383479470589
Malaria, Vivax	39	0.000424778132326402	-0.0579593246236064	0.226551546979382
Nephritis	391	0.000424672263712941	-0.0583342910812102	0.226020311345426
Cerebral Amyloid Angiopathy	109	0.000424437500808133	-0.0591657765603841	0.224842300068157
Radiation Injuries	176	0.00042443112516208	-0.0591883578839441	0.224810307863271
Bronchiectasis	79	0.000424187658501662	-0.0600506704071491	0.223588622214743
Skin Diseases, Bacterial	41	0.000423811316239518	-0.061383602994723	0.221700183198873
Laryngeal Neoplasms	131	0.000423618202688165	-0.062067574399459	0.22073116323606
Cerebral Hemorrhage	265	0.000423453875929117	-0.0626495884706358	0.219906591843597
Carcinoma, Intraductal, Noninfiltrating	38	0.000422742127674197	-0.0651704651793152	0.216335126958389
Cardiomyopathies	311	0.00042247933189835	-0.0661012377465719	0.215016450194617
Scleroderma, Systemic	196	0.000421991558237867	-0.0678288391159052	0.212568862176938
Adenocarcinoma, Papillary	35	0.000421774470738775	-0.0685977216757466	0.211479543903709
Lichen Planus	63	0.000420184299092368	-0.0742298066700164	0.203500258872322
Dwarfism	51	0.000419804824304587	-0.0755738340665525	0.201596101229483
Lupus Nephritis	150	0.00041932865360597	-0.0772603399556801	0.199206735442186
Hyperpigmentation	43	0.000418647722894211	-0.0796720667981894	0.195789909184448
Carcinoma, Ductal	252	0.000417412061848098	-0.0840485427915466	0.18958951458466
Intracranial Hemorrhages	301	0.000417162726495068	-0.0849316411058163	0.188338380561032
Recognition 	42	0.00041676350092668	-0.0863456220041207	0.186335115939141
Bacteremia	58	0.000416537816243896	-0.0871449541505697	0.185202658059376
Mucocutaneous Lymph Node Syndrome	133	0.000416418880514079	-0.0875662018446151	0.184605853248543
Carcinoma, Renal Cell	247	0.000415997925018822	-0.0890571460036627	0.182493550535955
Apnea	157	0.00041561365539543	-0.0904181557943654	0.180565332999896
Gastritis	200	0.000415573746173868	-0.0905595066531878	0.180365073452477
Hepatitis C, Chronic	341	0.00041526934357215	-0.0916376426702812	0.178837618772417
Hyperglycemia	274	0.000414898341819689	-0.0929516601900885	0.17697597777491
Laryngeal Diseases	134	0.000414487060517361	-0.0944083402010172	0.17491221896826
Death, Sudden, Cardiac	148	0.000414367905089594	-0.0948303660233405	0.174314311740236
Arousal	168	0.000414265606293313	-0.0951926888686557	0.173800989008229
Anemia, Hemolytic	277	0.000413311653046224	-0.0985714095119957	0.169014169370019
Drug Toxicity	265	0.000412944865146759	-0.0998705023673626	0.167173672966687
Brief Psychiatric Rating Scale	50	0.000412650316907534	-0.100913736110069	0.165695666261198
Puerperal Disorders	67	0.000412209048347626	-0.102476625273838	0.16348143509763
Rare Diseases	153	0.000411233638405189	-0.105931341443925	0.158586948410779
Basal Ganglia Diseases	679	0.000409163931942323	-0.113261847391754	0.148201416864022
Biliary Tract Diseases	353	0.000408775138699303	-0.114638878981288	0.146250500363064
Rhinitis, Allergic, Perennial	91	0.00040794176613704	-0.117590525813354	0.142068739716873
Osteoarthritis, Knee	122	0.000407304731302326	-0.119846781822902	0.138872177551658
Poisoning	466	0.00040725036416738	-0.120039339856244	0.138599369979562
Heart Failure, Congestive	254	0.000406911478654787	-0.121239607773589	0.136898884309287
Pseudomonas Infections	33	0.000406842414578836	-0.121484219571744	0.136552329301417
Death, Sudden	208	0.000406762339173616	-0.121767831400173	0.136150520802502
Gonadal Dysgenesis	43	0.000406126807581207	-0.12401876321189	0.132961501721614
Acute Disease	375	0.000405804226218791	-0.125161284935757	0.13134282826435
Carcinoma, Large Cell	90	0.0004050619902481	-0.127790143324837	0.127618379784797
Picornaviridae Infections	67	0.000404643061215574	-0.129273910138995	0.125516245612049
Satiation	33	0.000404488957568887	-0.129819715894009	0.124742972535477
Myoclonus	34	0.000404290285151255	-0.130523375743967	0.123746058867861
Polyradiculoneuropathy	50	0.000403169771455454	-0.134492021761681	0.118123459458188
Malaria	238	0.000402544458867419	-0.136706759806945	0.114985718079817
Dermatomyositis	51	0.000402350208457399	-0.137394757748475	0.114010993500544
Anodontia	34	0.00040224814918135	-0.137756232258765	0.113498872651493
Deficiency Diseases	134	0.000402244751348931	-0.137768266733799	0.113481822747844
Pancreatitis, Alcoholic	50	0.000402059458292605	-0.138424539435199	0.112552045063715
Mesothelioma	88	0.00040130811907331	-0.141085639796381	0.10878191760637
Papilloma	74	0.000400314621174678	-0.144604420060994	0.103796667788101
Down Syndrome	133	0.000400199666949283	-0.145011566024976	0.103219841674983
Epilepsy, Temporal Lobe	50	0.000400048910069096	-0.14554551817071	0.102463362259585
Keratosis	53	0.000400021924354859	-0.145641096428919	0.10232795127665
Hepatic Insufficiency	69	0.000398753401972207	-0.150133961015186	0.0959626625465041
Ear Diseases	378	0.000398262758526472	-0.151871726617095	0.0935006743006797
Hearing Loss	332	0.000397435173920242	-0.15480287361168	0.0893479569033969
Intestinal Polyposis	70	0.0003972538447758	-0.155445106892435	0.0884380696397989
Fatigue Syndrome, Chronic	67	0.000397184229334762	-0.155691671520677	0.0880887479499791
Mouth Neoplasms	360	0.000396870275550315	-0.156803636007201	0.0865133666139766
Fractures, Bone	165	0.000394740360980107	-0.164347387599708	0.0758257182166545
Drug Hypersensitivity	201	0.000394626830739709	-0.164749490080145	0.0752560374844739
Encephalitis	96	0.000394562229205466	-0.164978296405825	0.0749318749600381
Acne Vulgaris	38	0.00039441326262501	-0.165505907651021	0.0741843790476948
Acneiform Eruptions	38	0.00039441326262501	-0.165505907651021	0.0741843790476948
Kidney Calculi	37	0.000394364159400486	-0.165679821916587	0.0739379851283231
Myopia, Degenerative	46	0.000394300837080781	-0.165904097508106	0.073620241544528
Rectal Neoplasms	248	0.000393381690256619	-0.169159540433145	0.0690080762400765
Lymphopenia	51	0.000392388615310753	-0.172676822679645	0.0640249487465784
Sensation	316	0.000390928944040648	-0.177846700205446	0.0567004984945508
Heart Defects, Congenital	437	0.000390841415987959	-0.178156707891248	0.0562612935305896
Sepsis	315	0.000389710210086709	-0.18216322366346	0.0505850419538189
Dengue Hemorrhagic Fever	124	0.000389449291103427	-0.183087348989041	0.0492757827034639
Hepatitis B, Chronic	241	0.000388872834736352	-0.185129047608301	0.0463831958110723
Hemorrhagic Fevers, Viral	141	0.000388835671505482	-0.185260672691286	0.0461967153059862
Cardiomyopathy, Hypertrophic	107	0.000387605195019789	-0.189618785959457	0.0400223361904034
Osteoporosis, Postmenopausal	167	0.000386719881936181	-0.192754396221836	0.0355799444196262
Anovulation	36	0.000386695050268247	-0.192842345258451	0.0354553421751458
Hypopigmentation	132	0.000385774149636783	-0.196103999834799	0.0308343764821408
Neuromuscular Junction Diseases	63	0.000385570404180895	-0.196825627419689	0.0298120069347699
Peritoneal Diseases	97	0.000385467734276449	-0.197189264659417	0.0292968220278003
Esophageal Motility Disorders	102	0.000384959922494433	-0.19898783723733	0.0267486851897723
Cardiovascular Abnormalities	454	0.000384178469076107	-0.201755596353789	0.0228274483989722
Alopecia Areata	62	0.000384149411492078	-0.201858512780042	0.0226816410291751
Perception	296	0.000384116860995358	-0.20197380043754	0.0225183066546563
Shock	288	0.000383773405394769	-0.203190254735818	0.0207948888469541
Pain Threshold	52	0.000383060917277786	-0.20571375189496	0.0172197114252407
Neurodegenerative Diseases	2232	0.000383001869963331	-0.205922886232406	0.0169234192900847
Retinal Diseases	536	0.000382867858988309	-0.206397527572662	0.0162509687596971
Photosensitivity Disorders	45	0.000381741267158938	-0.210387701181407	0.0105978700260512
Movement Disorders	810	0.000381187360820486	-0.212349531895767	0.00781843639372242
Dengue	145	0.000380485582857462	-0.214835095730205	0.0042970012025163
Skin Abnormalities	99	0.000380383465375249	-0.215196776395637	0.00378458828212188
Avitaminosis	124	0.000380211574509694	-0.215805581090859	0.00292206113692319
Retinal Degeneration	311	0.000379953018044174	-0.216721338828659	0.0016246567090713
Dyskinesia, Drug-Induced	64	0.000379305470544931	-0.219014828692978	-0.0016246567090713
Malnutrition	171	0.000378298587120297	-0.222581017940332	-0.00667707344451714
Arrhythmia	335	0.000377989471014374	-0.223675848291249	-0.00822817990684232
Behavioral Medicine	36	0.000377519620179581	-0.225339970426844	-0.0105858333975945
Liver Cirrhosis	491	0.000377118766918095	-0.226759716303978	-0.0125972655825338
Exophthalmos	200	0.000376935309674072	-0.227409486907977	-0.0135178313871341
Epilepsies, Partial	73	0.000376530578411147	-0.228842967927326	-0.0155487229045932
Carcinoma, Small Cell	172	0.00037613410609153	-0.230247197343067	-0.0175381720640174
Cholangitis	81	0.000375422878267097	-0.23276623078612	-0.0211070254932822
Endometrial Neoplasms	275	0.000375239637839938	-0.233415233466101	-0.0220265033376284
Orbital Diseases	201	0.000375077088892326	-0.233990950867895	-0.0228421538917506
Dermatitis, Contact	35	0.000374201793263826	-0.237091081212919	-0.0272342793093485
Purpura, Thrombocytopenic, Idiopathic	73	0.000374198271429196	-0.237103554880162	-0.0272519514407919
Muscular Diseases	407	0.00037408541742864	-0.237503262247921	-0.0278182388849158
Ataxia	293	0.000372006303177089	-0.244867088790792	-0.0382509775539951
Sarcoma	270	0.000371874011885645	-0.245335639339469	-0.0389147989244663
Pleural Neoplasms	69	0.000371351230703587	-0.247187230680196	-0.04153805036409
Hepatitis, Chronic	468	0.000371128934517615	-0.24797456141655	-0.0426535051851256
Bone Neoplasms	163	0.000370185301057141	-0.25131673134194	-0.0473885414079721
Premature Birth	491	0.000370065661679717	-0.25174047122174	-0.0479888770356352
Diarrhea	172	0.000370046202666474	-0.251809391339098	-0.0480865199620753
Cognition	700	0.000369971310131934	-0.252074646427075	-0.0484623214556866
Plasmacytoma	264	0.000369303491213924	-0.254439933794329	-0.0518133543509049
Eosinophilia	93	0.000369157935711873	-0.25495546364973	-0.0525437338928714
Respiration Disorders	267	0.000368954067887006	-0.255677524642228	-0.0535667174726739
Gram-Negative Bacterial Infections	408	0.000368659130486604	-0.256722136719679	-0.0550466769409144
Infant, Premature, Diseases	389	0.000368023403979396	-0.258973758882479	-0.0582366740802068
Hearing	370	0.000367188452346182	-0.261930998482991	-0.0624263583095097
Human Engineering	58	0.000366693676745773	-0.263683399389451	-0.0649090811974155
Pigmentation Disorders	180	0.000366301566794092	-0.265072178129129	-0.0668766405330255
Blood Platelet Disorders	265	0.000365619754917302	-0.267487025890285	-0.0702978883681122
Carcinoma, Medullary	41	0.000365537200355702	-0.267779418418255	-0.0707121369677152
Flaviviridae Infections	535	0.000365469622421063	-0.268018766587041	-0.0710512347019336
Rhinitis, Allergic, Seasonal	104	0.000364843270312587	-0.270237186415646	-0.0741941922655587
Lichen Planus, Oral	49	0.000364799424089699	-0.270392481383045	-0.0744142071996504
Carbohydrate Metabolism, Inborn Errors	73	0.000364290974949464	-0.272193311362331	-0.0769655422225443
Hyperlipidemias	463	0.000362869680823395	-0.277227264356002	-0.0840974207030653
Nasal Polyps	66	0.000362784524818459	-0.277528870700608	-0.0845247230242014
Metabolism, Inborn Errors	660	0.000362683920420343	-0.277885192310461	-0.0850295434753756
Monosomy	40	0.000362240472307959	-0.279455801033823	-0.0872547113642199
Neural Tube Defects	175	0.000360445200533841	-0.285814311602473	-0.0962631635189666
Central Nervous System Infections	267	0.000359954864681105	-0.28755098776859	-0.0987236083010956
Myasthenia Gravis	77	0.000359102305452571	-0.290570590116929	-0.103001645270238
Airway Obstruction	66	0.000358829555800844	-0.291536617416028	-0.104370269354472
Hemoglobinuria	46	0.000358655926528946	-0.292151579215297	-0.105241519608114
Counseling	408	0.000358652316799576	-0.29216436418896	-0.105259632784509
Behavioral Sciences	178	0.000357680063349577	-0.295607900664245	-0.110138280581946
Psychotherapy	223	0.000357519429481083	-0.296176835220688	-0.110944321505456
Chromosome Disorders	261	0.000357206737740077	-0.297284329789799	-0.112513370063254
Goiter	225	0.000356356578451626	-0.300295432007627	-0.116779364429307
Carcinoma, Bronchogenic	162	0.000356124025192998	-0.301119091341037	-0.117946287974802
Heart Septal Defects	82	0.000355621333556632	-0.302899529338607	-0.12046873255399
Salivary Gland Neoplasms	36	0.000355211339824369	-0.304351649021688	-0.12252603049299
Malaria, Falciparum	145	0.000355155052366928	-0.304551008471426	-0.122808474006321
Psychiatric Status Rating Scales	488	0.000355033675866916	-0.304980900908461	-0.123417526300707
Memory, Short-Term	111	0.000354484464157308	-0.306926104141929	-0.126173402865001
Language Disorders	98	0.00035448239921293	-0.306933417781478	-0.126183764500992
Neoplasms, Multiple Primary	93	0.000354299050023606	-0.307582805676325	-0.127103788100456
Malaria, Cerebral	48	0.000353664924843954	-0.309828756242023	-0.130285749975737
Cervical Intraepithelial Neoplasia	183	0.000353651961610314	-0.309874669545676	-0.130350797881966
Lymphatic Metastasis	310	0.000353240327794409	-0.311332598092527	-0.132416325558228
Sebaceous Gland Diseases	55	0.000353185664916588	-0.311526203590786	-0.132690617131565
Hyperthyroidism	220	0.000352155238660186	-0.315175777062618	-0.137861168890703
Carcinoma, Pancreatic Ductal	111	0.000350915937536048	-0.319565145518789	-0.144079828952688
Enteritis	39	0.000350639420490635	-0.320544516208517	-0.145467357353391
Constipation	90	0.000350225940930789	-0.322008982028737	-0.147542146744912
Hematologic Neoplasms	198	0.000349803115726191	-0.323506548342033	-0.149663831428178
Facial Dermatoses	43	0.000349244876827414	-0.325483724159578	-0.15246500531341
Multiple Sclerosis, Relapsing-Remitting	99	0.000348972912988538	-0.32644696825928	-0.153829686285758
Asthma, Aspirin-Induced	39	0.000348862268226402	-0.326838850925486	-0.154384888044201
Psychology	489	0.000347653464900651	-0.331120201990554	-0.16045051391852
Amphetamine-Related Disorders	63	0.000347007612201314	-0.333407689196521	-0.163691323039943
Hypotrichosis	90	0.000346326154490304	-0.335821282569964	-0.167110793714863
Lipid Metabolism Disorders	655	0.0003460246179805	-0.33688926743558	-0.168623866699492
Chagas Disease	61	0.000345579686601667	-0.338465129606096	-0.170856477436284
Adrenal Gland Diseases	198	0.000345385671853749	-0.339152292877362	-0.17183001949222
Chronic Disease	728	0.000344738575495398	-0.341444184886599	-0.175077069141056
Nasopharyngeal Neoplasms	269	0.000343955946145188	-0.344216108929736	-0.179004206612889
Cholangitis, Sclerosing	69	0.000343337049658943	-0.346408122364931	-0.182109752784484
Ovarian Failure, Premature	335	0.000342869191052951	-0.348065188405694	-0.184457409517031
Cerebrovascular Accident	805	0.000342767034267559	-0.348427008275498	-0.184970019655927
Oligodendroglioma	44	0.000342641573009441	-0.348871368147467	-0.185599568762263
Carcinoma, Hepatocellular	490	0.000342136726288561	-0.350659439043777	-0.188132827289523
Neuropsychiatry	227	0.0003420982822428	-0.350795600529072	-0.18832573476563
Bone Diseases, Metabolic	691	0.000341717559116515	-0.352144049302742	-0.190236156416987
Purine-Pyrimidine Metabolism, Inborn Errors	123	0.000341520967795968	-0.352840338303338	-0.191222627396319
Schizophrenia, Paranoid	70	0.000341147936615669	-0.354161543669882	-0.19309445181221
Oligospermia	150	0.000340631384180867	-0.355991073974598	-0.195686448166978
Mental Health	483	0.000340435318490815	-0.356685501292132	-0.196670281597372
Philadelphia Chromosome	44	0.000340139950169292	-0.357731639610088	-0.198152403374604
Mycoses	113	0.000339794789312363	-0.358954133601418	-0.199884377948124
Agranulocytosis	135	0.000338817000771818	-0.362417274312808	-0.20479080014667
Granuloma	60	0.000338671655285299	-0.362932060333209	-0.205520125856622
Colorectal Neoplasms, Hereditary Nonpolyposis	107	0.000338287705058443	-0.364291938882241	-0.207446740700295
Diabetes Complications	811	0.000338238785652163	-0.364465202098609	-0.207692212242409
Lymphoma, T-Cell	94	0.000337729228385599	-0.366269956850226	-0.210249107706442
Fever	318	0.000337503649705251	-0.367068913556243	-0.211381033679068
Puberty, Precocious	279	0.000337450922648333	-0.367255662745697	-0.211645611542071
Bone Diseases, Developmental	173	0.000336570200337882	-0.37037501336424	-0.21606496737983
Fatigue	253	0.000336481397501632	-0.370689536090527	-0.216510569050339
Graft vs Host Disease	195	0.000336452588520021	-0.370791572014382	-0.216655128963889
Leukopenia	203	0.000336391805271206	-0.37100685470058	-0.216960131803379
Leishmaniasis, Cutaneous	42	0.000336021333535709	-0.372318995001289	-0.218819113241191
Lichenoid Eruptions	54	0.000335277100760396	-0.374954925691888	-0.222553581439854
Q Fever	309	0.000335176767716829	-0.375310286215625	-0.22305704026739
Behcet Syndrome	228	0.000334931383746183	-0.376179389486352	-0.224288346741972
Hemorrhage	509	0.000334783896162496	-0.376701762406787	-0.225028421231095
Myeloproliferative Disorders	245	0.000334459513533333	-0.377850663874274	-0.226656133222548
Lymphoma, Follicular	161	0.000334413842930482	-0.378012420447896	-0.226885302670087
Pancreatitis, Chronic	61	0.000333837351335821	-0.380054243836554	-0.229778066330158
Asymptomatic Infections	96	0.000332938462150198	-0.383237938065599	-0.234288581305017
Neoplasm, Residual	45	0.000332483040821303	-0.384850953640574	-0.236573829316346
Myelodysplastic Syndromes	233	0.000331235713306611	-0.38926875004281	-0.242832764815356
Hashimoto Disease	94	0.000330983824044263	-0.390160893817286	-0.24409671404069
Polyps	364	0.00033016338643828	-0.393066727498719	-0.248213568672953
Puberty, Delayed	265	0.000329587270743454	-0.395107219521781	-0.251104446114051
Polycystic Ovary Syndrome	452	0.00032895970407455	-0.397329941092014	-0.254253498191984
Pain	757	0.000328418764148015	-0.399245847245869	-0.256967867969882
Dyslipidemias	576	0.000328294448736189	-0.399686148748592	-0.257591667360968
Skin Diseases, Parasitic	43	0.00032821066966484	-0.399982878256783	-0.258012060399335
Adenocarcinoma, Follicular	56	0.000327134986211506	-0.40379274409724	-0.263409707186144
Encephalitis, Viral	65	0.000326977997317242	-0.40434876884944	-0.264197458078898
Leukemia, Pre-B-Cell	53	0.00032672667488645	-0.405238905014541	-0.26545856301345
Dystonia	115	0.000326495904490988	-0.406056249786311	-0.266616540371658
Hepatitis, Viral, Human	616	0.000326254817257341	-0.406910134833248	-0.267826286350363
Skin Diseases, Vesiculobullous	93	0.000324850465470623	-0.41188408128898	-0.274873150263376
Osteoarthritis	291	0.000324258172529695	-0.413981870035465	-0.2778452031285
Fatty Liver	384	0.00032411460431491	-0.414490361298011	-0.278565610708278
Sex Chromosome Aberrations	31	0.00032397649130346	-0.414979531269728	-0.279258644751105
Cystic Fibrosis	295	0.000323640920971097	-0.416168057450342	-0.280942495256208
Nerve Sheath Neoplasms	90	0.000322659047487522	-0.419645666251635	-0.285869415194634
Hemoglobinuria, Paroxysmal	41	0.000322349792534859	-0.420740988371253	-0.287421218372765
Fallopian Tube Diseases	34	0.000322179678781748	-0.421343498872796	-0.28827482818709
Papillomavirus Infections	230	0.000322073046356597	-0.421721170605878	-0.288809896533825
Demyelinating Autoimmune Diseases, CNS	721	0.000321957140430011	-0.42213168731415	-0.289391498166041
Adenomatous Polyposis Coli	100	0.000321887847595004	-0.422377109333298	-0.289739201058621
Neoplasms, Vascular Tissue	364	0.000321510219589311	-0.423714595779548	-0.291634091776908
Attention	889	0.000321245708627355	-0.424651443209205	-0.292961375132852
Preleukemia	230	0.000320762614922287	-0.426362469068136	-0.295385479711951
Parasitic Diseases	304	0.000320680448698942	-0.426653486175996	-0.295797779678124
Smell	33	0.000320614970450613	-0.426885397655926	-0.296126341445621
Multiple Myeloma	298	0.000320376085512648	-0.427731482591166	-0.297325036576451
Occupational Diseases	455	0.000320085974866756	-0.428758999223789	-0.298780775986372
Liver Neoplasms	544	0.000318880735871033	-0.433027726111012	-0.304828516492588
Neuroblastoma	231	0.000318078762191409	-0.435868164083235	-0.308852721421562
Psychology, Applied	122	0.000318073310923334	-0.435887471436122	-0.308880075211863
Demyelinating Diseases	754	0.000317371468888611	-0.438373262200307	-0.312401831906941
Carcinoma in Situ	197	0.000317267746807224	-0.438740626050287	-0.31292229650792
Ovarian Cysts	448	0.000317061120710138	-0.439472456317451	-0.313959120757241
Birth Weight	536	0.000316915626850698	-0.439987767846466	-0.314689190984192
Measles	118	0.00031505048922683	-0.446593729943308	-0.324048221348767
Pharyngeal Neoplasms	329	0.00031463266468954	-0.448073584845779	-0.326144813300757
